0,1,2
RT @English_Woman: What is the Single Market? | The Brexit Door https://t.co/b13qPS9RRb https://t.co/AK2peXYBPn,730760959044780032,Neutral
Shocking! #VoteLeave  https://t.co/RcQMas3aP7,730760954661720064,Positive
My article for @vote_leave in my local newspaper #VoteLeave https://t.co/YV7tnU7nT2,730760953881563137,Positive
"@patel4witham @vote_leave speak up, speak up. And you @KateHoeyMP female voices are important. #brexit #HeForShe",730760912240553985,Positive
RT @sophgaston: The #Brexit Twittersphere: new @Demos blog maps networks beneath the campaign battleground https://t.co/U9dtkJp2IK https://…,730760906959900673,Neutral
"RT @guardian: Brexit is biggest risk to UK economy, warns Bank of England https://t.co/8iZ10dKOMn",730760864832360449,Negative
UK start-ups with over ?100000 turnover favour Brexit https://t.co/giR5QFzZGL,730760852958126082,Positive
RT @TonyTassell: Live @FT blog on here on the Bank of England's extraordinary intervention in  Brexit debate https://t.co/sw9P2WKlTQ https:…,730760852136136704,Neutral
RT @FullFact: The UK's EU membership fee https://t.co/eZTyTYZahX #NISLON #EUref https://t.co/Xk2WdceR0d,730760837565165568,Negative
RT @FullFact: The UK's EU membership fee https://t.co/eZTyTYZahX #NISLON #EUref https://t.co/Xk2WdceR0d,730760826206990336,Negative
RT @SamHooper: This is key. Political realities mean that #Brexit will be smoother &amp; safer than the rantings of #VoteLeave suggest https://…,730760819257057280,Positive
@David_Cameron is really making this an unfair fight #Brexit,730760811854073856,Positive
@ThomasEvansUKIP @Far_Right_Watch hahahaha non far right party this is the best parody ukip account on Twitter,730760808809017344,Neutral
Brexit vote may spark recession Mark Carney warns @euromove @StrongerIn @KeepBritainIN @euromovescot @britinfluence  https://t.co/ftBt1I1cNv,730760798914646018,Negative
What effect Brexit on the UK's Recycling rates? Have the Government already given up on meeting the 2020 target of 5…https://t.co/wACcS7nwpg,730760789796118529,Neutral
RT @FullFact: The UK's EU membership fee https://t.co/eZTyTYZahX #NISLON #EUref https://t.co/Xk2WdceR0d,730760777855078400,Negative
RT @keiranpedley: #EUref only neck &amp;neck if you trust online polls over phone. @leobarasi &amp; I discuss on this weeks PB/Polling Matters http…,730760777167179776,Neutral
"RT @theordinaryman2: Just think of all the jobs &amp; prosperity that will be created in Fishing Industry if UK #LeaveEU

 #WeWantOurFishBack h…",730760759643406336,Positive
RT @UKIP: Will you be watching? https://t.co/2iK88EZIcJ,730760743306465281,Neutral
Bank warns #Brexit may increase unemployment https://t.co/EYcxf7pkw4 #BusinessNews via @BBCNews,730760741083578368,Negative
@SkyNews @KayBurley Carney isn't very certain about his views is he Kay? Anyone notice? #Brexit,730760739800121345,Neutral
UK interest rates unchanged at 0.5%; Bank of England also warns Brexit may lead to lower... https://t.co/x6Nfmy83gk via @BBCBreaking,730760734985048064,Negative
I think we should base our brexit vote on the type of belly button we have. #iny or #outy,730760734762766337,Negative
"#Brexit - 'on national security the fight will be conducted through politics, ideology and spin': https://t.co/t2d8o6T6nr @drbenedictw",730760729809158144,Negative
"RT @itvnews: Bank of England warns Brexit could ""materially"" lower UK growth and lead to falls in pound https://t.co/fF02ZZpvV8 https://t.c…",730760723891146753,Negative
"RT @theordinaryman2: Re-tweet if you are voting to #LeaveEU

#EUreferendum #VoteLeave #BelieveinBritain #BetterOffOUT #ILoveBritain https:/…",730760714541993984,Positive
Great animated feature on Brexit - watch it whether you're pro or anti - https://t.co/Rjc41e2r0j,730760712562298881,Neutral
"""Brexit could lead to recession, says Bank of England"" | https://t.co/eF5tPIs5Mx",730760710712635392,Negative
Spread the Word https://t.co/dgd4v70Fm7 #voteleave via @vote_leave,730760699169902592,Positive
Things are looking up for the #Eurozone https://t.co/wLrKfERCGF #fx #Euro,730760697227796483,Neutral
"RT @vote_leave: After we #VoteLeave, we can negotiate our own trade deals and create 300,000 UK jobs https://t.co/b3OKDAKYqc https://t.co/E…",730760604697436160,Positive
"RT @UniofReading: The next #UoR #EUreferendum debate booked out in 4 hours, but you can watch live on #Periscope @UniofReading Tuesday 24th…",730760578680139777,Neutral
RT @unibirmingham: We're exploring the options of the #EUreferendum. Do you think the UK should remain a member of the EU? #bhamEU,730760524485525505,Neutral
A #Brexit will enable the UK to re distribute £350 million each week to help stimulate our recessive economy. #VoteLeave,730760517627871232,Positive
RT @TheCanarySays: The final countdown https://t.co/XmwQJdc9oU,730760512875692032,Positive
I lived next door to tory minister archie norman  and ex itv chairman he would vote for brexit I am sure 1.750 pounds to rent dinton mill ',730760502410919936,Negative
RT @CJFDillow: Blogged: the Brexit debate shows that the media doesn't greatly enable informed political decision-making https://t.co/jqUni…,730760483737878528,Neutral
"In next months #EUreferendum I will be VOTING TO LEAVE the EU!! 

This is our country, under our control  — Fuck the EU!",730760471297572865,Positive
"https://t.co/IUStThStCr This is worryingly too close, pretty scared about what could happen. #VoteRemain #ForGodSakeVoteRemain!",730760456076468224,Negative
RT @MeetingsShow: The Meetings Show to host #Brexit debate with @Eventhuddle - one not to miss! https://t.co/Gy4mysrhnb #eventprofs https:/…,730760437504086016,Neutral
"RT @Another_Europe: Fire Brigades Union conference says, ‘Stay in Europe to change Europe’ #EUref #DontWalkAway  https://t.co/fnYkZwfsYi ht…",730760429648089089,Neutral
"Bank of England scaremongering again, we already have job losses look at the Tata Steel works and this is while we are still in! #LeaveEU",730760417950175232,Positive
@BrexitTheMovie Loved the film last night. Brought my Romanian friend along so he could see why both our countries should #VoteLeave,730760409662259200,Positive
#Brexit #EUreferendum The UK media needs to stop focussing on personalities and more about educating the public on how the EU works.,730760394965430272,Positive
RT @UKIP: Will you be watching? https://t.co/2iK88EZIcJ,730760369245982720,Neutral
Great #ThinkHouse event today at @GowlingWLG_UK - focusing on the #publicsector #procurement #fraud #Brexit #ADR https://t.co/8Fkv7RuUUq,730760368730034176,Neutral
"RT @UCLSSEES: UCL School of Slavonic &amp; East European Studies Brexit Debate! World leading academics, Chaired by @LiamHalligan https://t.co/…",730760323498672128,Neutral
RT @itvnews: .@David_Cameron and @Nigel_Farage to take part in live EU referendum event on @ITV #EUref https://t.co/RV8R38njtx https://t.co…,730760319019188224,Neutral
@SkyNews @KayBurley Can't any of these officials say 'for sure'? 'Definitely will'? We cant vote on 'Coulds' &amp; 'Maybes' Kay. #Brexit,730760306599854080,Neutral
RT @UKIPolizer: PICTURES: Farage Hailed A Hero On ‘#BrexitTheMovie’ Red Carpet #YouTube https://t.co/yQfqCqd1mR https://t.co/hHXlQ7CyOU,730760284491685888,Positive
RT @bbckamal: BBC News - why Mark Carney has gone a lot further on economic risks of Brexit https://t.co/p4YYWv5V5G My Economics Blog,730760281073328128,Negative
"RT @DianeJamesMEP: This is what the Unelected EU Elites who make decisions that affect your life, think of you! #BREXIT https://t.co/ufXtOi…",730760273309630464,Positive
"RT @dailyexpressuk: [DAILY EXPRESS]: ANOTHER reason to quit EU: Brexit would 'create 300,000 extra jobs': NEW figures have reveal... https:…",730760265755721728,Positive
"RT @InFactsOrg: Economists aren’t for #Brexit! Today 193 signed @thetimes letter https://t.co/PhxGNgs4Qe
Yesterday; NIESR's warning: https:…",730760263012630529,Negative
"BBC News - ""Brexit may worsen unemployment, Bank of England warns"" | https://t.co/0idOMyRViQ",730760261905289216,Negative
"RT @theordinaryman2: Re-tweet if you are voting to #LeaveEU

#EUreferendum #VoteLeave #BelieveinBritain #BetterOffOUT #ILoveBritain https:/…",730760256217882625,Positive
News: International property already slowing down ahead of brexit vote says lawyer https://t.co/P2kHYhw0Dy #conveyancing #ukproperty,730760251633479680,Negative
Britain to Be Sucked into EU Bailout Vortex https://t.co/L15EjZYb2s via @masterinvestor,730760249842511876,Positive
"RT @UKIP: Read @Steven_Woolfe: True EU immigration figure 250,000 a year higher than first thought https://t.co/vcvXycxYfs",730760245002305536,Neutral
"RT @MirrorPolitics: Boris on immigration: You want people that will work, rather than be a huge burden #Brexit https://t.co/AaMv617aAs http…",730760243970486272,Positive
News: International property already slowing down ahead of brexit vote says lawyer https://t.co/qWhijgqRiH,730760236823281664,Neutral
"ANOTHER reason to quit EU: Brexit would 'create 300,000 extra jobs' https://t.co/j0fAgXU3gO",730760227176480770,Positive
Telegraph: Bank of England cuts growth forecasts and warns Brexit will lead to lower living standards and falling… https://t.co/ubMta3MXwB,730760226010370048,Negative
Tech threat: Brexit fears for digital https://t.co/qLCiPTiKsi,730760225624629249,Negative
RT @FullFact: The UK's EU membership fee https://t.co/eZTyTYZahX #NISLON #EUref https://t.co/Xk2WdceR0d,730760225163202560,Negative
@BrexitWatch- we must not allow the #UK to become a pawn in the #EU game. Support the #Reggae4Brexit party. #Brexit https://t.co/utQxQdqiEr,730760224039157760,Positive
RT @vote_leave: The banks that crashed the economy are now funding the IN campaign. Help us fight back https://t.co/xYK9P2mp8c https://t.co…,730760223288217600,Positive
"RT @UniversitiesUK: Speakers Ken Clarke MP, Lord Patten @ProfRWinston kick off our discussion on #EUref &amp; impact on unis @RegentsUni https:…",730760217760239616,Neutral
"@David_Cameron Why refer to ""remaining in a reformed EU""? Reformed? Never gonna happen ever! Please change horses now sir, and back #Brexit",730760205965873152,Positive
Read the spiteful #LeaveEU attack on ITV and ask yourself if they're the sort of people into whose hands you want to put your future #StayIn,730760189662646273,Positive
RT @thgreenparty: So many of our environmental &amp; social policy achievements are at risk from the Tory-UKIP #Brexit group. #GreenerIN https:…,730760188291092480,Neutral
Go on Nigel!! Do what you do best...tell the masses how it is. #Brexit #VoteLeave #ProjectFear  https://t.co/pQ6EwRw2CO,730760183069196288,Positive
Turkish Pres Erdogan again threatens that migrants will resume crossing into Europe if visa-free travel demands are not met. Brexit ASAP,730760180976222209,Positive
RT @GoodEnergy: Our CEO @DavenportJuliet is in the @SunPoliticsWest studio to talk #Brexit. Tune in this Sunday to hear her views https://t…,730760156418588672,Neutral
RT @Daily_Express: Brexit the Movie reveals how smug Eurocrats have DESTROYED democracy in Britain: https://t.co/a3jrV6eZrn https://t.co/9b…,730760143592427521,Positive
RT @sophgaston: The #Brexit Twittersphere: new @Demos blog maps networks beneath the campaign battleground https://t.co/U9dtkJp2IK https://…,730760119596793856,Neutral
RT @MeetingsShow: The Meetings Show to host #Brexit debate with @Eventhuddle - one not to miss! https://t.co/Gy4mysrhnb #eventprofs https:/…,730760099338330112,Neutral
RT @AllieRenison: Refreshing to be talking about #Brexit + trade generally wcompanies who can explain how imp. *imports* are - Govt fixates…,730760097765457920,Neutral
RT @SkyNews: The Bank of England has issued an unprecedented warning of the economic impact of leaving the EU https://t.co/bSwHtXDlDz,730760085467758592,Negative
"BoE: Brexit could ""lead to a lower path for growth and a notably higher path for inflation"" https://t.co/5q8cJBrNlN https://t.co/IKGi1uCtxF",730760067641974784,Negative
The psychology of Brexit – and how it could swing the vote https://t.co/5BbYHAYMRO,730760050369794048,Neutral
"How would Brexit affect finance for SMEs? https://t.co/k147fxUd7U

@GdnSmallBiz 
#Brexit #SME https://t.co/10tDpaMVyX",730760044808003584,Neutral
"Odd thought, sparked by current #EUref debate talk; I’m not sure who’d do worse in a head to head GE2020 debate, Cam or Corbyn.",730760035404554241,Neutral
"RT @ruminantsheep: Yep, all over the country people are being punished for defying #ProjectFear and thinking #VoteLeave  https://t.co/6azwf…",730760031294066688,Positive
"RT @wearebankable: Bankable supports a European Britain. #StrongerIn

https://t.co/fUkU6dB3hf #fintech #startups #innovation #tech https://…",730760028228100097,Negative
RT @visionldn: A recent @ajplus article suggested that #architects are 'bricking it' over #Brexit What do you say?,730759996556869632,Neutral
&amp; I wld suggest to prevent a split in CON party; a calculated political manoeuver putting UK at risk. #EUref https://t.co/VHYKKFtju5,730759994661085184,Neutral
#mtbnews Carney’s momentous Brexit intervention - The Bank of England governor warns of serious economic conseq... https://t.co/DbhfGnWO0B,730759985295167488,Negative
RT @BreitbartLondon: PICTURES: Farage Hailed A Hero On ‘Brexit The Movie’ Red Carpet https://t.co/Jizat1j1SE https://t.co/vZnbNlo5mK,730759983160274944,Positive
RT @FullFact: The UK's EU membership fee https://t.co/eZTyTYZahX #NISLON #EUref https://t.co/Xk2WdceR0d,730759977514749953,Negative
#VoteLeave have been 'creative with reality' on their battle bus - see @FullFact #EUref #NISLON https://t.co/9mhtrau5Rj,730759966404059136,Neutral
#Brexit will hit Britain where it hurts - property prices https://t.co/FCE1y4d4aA https://t.co/FRvBUoZaun,730759945583349760,Negative
The Meetings Show to host #Brexit debate with @Eventhuddle - one not to miss! https://t.co/Gy4mysrhnb #eventprofs https://t.co/uA3K0JWVmW,730759924591022080,Neutral
RT @QMUL: Are you in or out? The great EU debate at Queen Mary University of London https://t.co/VDCP08jFqJ #EUref https://t.co/bXlX3wEXIy,730759910577836032,Neutral
"#theguardiannews Shock of Brexit vote would push EU states closer together, says French finance minster https://t.co/13bVR5pe6P",730759903535595521,Negative
"RT @vote_leave: After we #VoteLeave, we can negotiate our own trade deals and create 300,000 UK jobs https://t.co/b3OKDAKYqc https://t.co/E…",730759892739457025,Positive
"RT @bbckamal: Lord Lamont: ""A prudent Governor would simply have said that 'we are prepared for all eventualities'."" #EUref",730759883117764609,Positive
RT @bbckamal: BBC News - why Mark Carney has gone a lot further on economic risks of Brexit https://t.co/p4YYWv5V5G My Economics Blog,730759882811555840,Negative
RT @bbckamal: Lord Lamont: ‘I don't think we need more forward guidance from the Bank. The Governor should be careful he doesn't cause a cr…,730759865275166720,Positive
RT @Daily_Express: Ukip leader @Nigel_Farage CONFIRMED to take part in EU debate with Prime Minister #BREXIT https://t.co/cD9raQtA31 https:…,730759850565763072,Neutral
@TUCnews @The_TUC Risks of #Brexit for part-time and temporary workers https://t.co/ema3sWZiPT,730759848447643648,Negative
@CrispySea I want more rights than I have in the UK. #Brexit would mean we would have less.,730759846660837376,Neutral
@rog_ukip Kinnocks are prime examples of how to mill the gravy train #kinnock,730759837672427520,Neutral
RT @BreitbartLondon: PICTURES: Farage Hailed A Hero On ‘Brexit The Movie’ Red Carpet https://t.co/Jizat1j1SE https://t.co/vZnbNlo5mK,730759825932619777,Positive
"RT @SamanthaLouize7: @JosephTaylor54 Oooh yes, I want strong borders, I want my daughter to have #futureofwork. Reclaim Britannia for the B…",730759818072473600,Positive
Economic consequences of leaving the EU: me &amp; @jdportes #Brexit @UKandEU,730759800024403968,Negative
Bank of England issues starkest warning yet on ‘Brexit’ https://t.co/YiFVQDQdAn via @WSJ,730759794966077442,Negative
"RT @DianeJamesMEP: This is what the Unelected EU Elites who make decisions that affect your life, think of you! #BREXIT https://t.co/ufXtOi…",730759787483414528,Positive
RT @jillianfward: The BOE gave its most detailed analysis yet of #Brexit risks today. Our story: https://t.co/khXsK5wiHc via @business,730759782630629376,Neutral
Comedian Eddie Izzard to champion EU in Brexit session with Furness sixth-formers: COMEDIAN and marathon man Eddie… https://t.co/pmM9qQFDr3,730759778822033409,Neutral
RT @Stewart4Pboro: 'Brexit - The Movie' Paints a Thatcherite Dream Of Post-EU Britain https://t.co/gtOPzUlvAP # via @HuffPostUKPol,730759772165787648,Neutral
RT @EstatesGazette: Thank you! Full credit to @DeloitteUK_RE for the great graphics. #brexit effect might be when landlords come to let? ht…,730759751961874432,Positive
The UK's EU membership fee https://t.co/eZTyTYZahX #NISLON #EUref https://t.co/Xk2WdceR0d,730759748212150273,Neutral
"RT @TCWilliamson: Setting the Record Straight on Britain, America, and World War II https://t.co/RMtPp4dko1 via @VDHanson #Brexit #VoteLeav…",730759735805382657,Positive
RT @CER_IanBond: Another #Brexit conspiracy theory - that gov't has been hiding millions of #EU workers somewhere - now debunked. https://t…,730759734601646080,Negative
"RT @VeteransBritain: How many people know the Lisbon Treaty commits EU states to ""progressive common defence""? Let's get out. #VoteLeave ht…",730759732085071872,Positive
"RT @David_S_Moon: The issue in Wales is now one of *perception*. Labour paint Plaid as working w. UKIP/Tories to gain power, Plaid protest…",730759719703416832,Neutral
RT @BreitbartLondon: PICTURES: Farage Hailed A Hero On ‘Brexit The Movie’ Red Carpet https://t.co/Jizat1j1SE https://t.co/vZnbNlo5mK,730759716687712258,Positive
"RT @ruminantsheep: #brexitthemovie online YouTube at 1500. Let's get right behind it on social media as we can't expect the MSM to help
#Br…",730759711637798912,Neutral
RT @QMUL: Are you in or out? The great EU debate at Queen Mary University of London https://t.co/VDCP08jFqJ #EUref https://t.co/bXlX3wEXIy,730759692302069760,Neutral
RT @foreignoffice: Don’t miss out on voting in #EURef wherever you live – register by 16 May! https://t.co/WMRnlqt5K6 #WednesdayWisdom http…,730759687835156480,Neutral
"Building's survey ""portrays an industry that expects a #Brexit event to have a major impact on its business"" &gt;&gt; https://t.co/3PYeywRBK1",730759675055083520,Neutral
RT @NestaLloydJones: .@unitetheunion factsheet clearly evidences the significant rights Europe has provided women #EUref #RemainINEU https:…,730759673457082368,Negative
BBC News - Welsh First Minister: UKIP AM Gill to back Carwyn Jones https://t.co/FAw9THw2JQ #Labour #UKIP,730759662497353728,Neutral
@JM_OLeary goes through factchecking process by looking at the claim in the #EUref debate: 'The EU costs us £350 million a week' #NISLON,730759639239933952,Neutral
"RT @UKIP: Read @Steven_Woolfe: True EU immigration figure 250,000 a year higher than first thought https://t.co/vcvXycxYfs",730759631786672128,Neutral
"Britain should #Remain in the European Union | Dr Andrew Crines @AndrewCrines #EUref #UKinEU #StrongerIn #Bremain
https://t.co/lSTSSJyv1E",730759624685576193,Negative
"The Falklands would be safer after Brexit
 | via @telegraphnews https://t.co/39VIpaOROz #VoteLeave",730759607509979136,Positive
"RT @DianeJamesMEP: This is what the Unelected EU Elites who make decisions that affect your life, think of you! #BREXIT https://t.co/ufXtOi…",730759600459386880,Positive
RT @KayBurley: Lord Lamont's reaction to #BoE claims that Britain coudl face recession under #Brexit. Coming up on @skynews,730759594323103745,Neutral
#merger votes for @LSEplc &amp; @DeutscheBoerse to be held after #Brexit #EUreferendum https://t.co/5wYsbay5AF #investing #stockmarket,730759588274806784,Negative
RT @TheEconomist: Boris Johnson and the Brexit facts https://t.co/vqjIwvrbZR https://t.co/f7wRzAuc6O,730759579366264832,Neutral
"RT @CllrBSilvester: Bryant's UKIP Bashing Comes Back to Bite Him 
https://t.co/hSTeJqksab via @guidofawkes",730759576191139840,Positive
Lucky they can pin the blame on #brexit  https://t.co/CDm0VuR1AJ,730759551243423744,Neutral
Bank of England Warns of Brexit Risks https://t.co/Oa6x2HWPDE,730759527344144384,Negative
Six investment themes more important than Brexit via @FT #econimics https://t.co/1cjCedZic1,730759507693948928,Neutral
How oppressive. #EUref  https://t.co/B4mNAWHyST,730759505252909057,Neutral
Six investment themes more important than Brexit via @FT #econimics https://t.co/qSSHsxdqIr,730759501133930498,Neutral
"Loool, right, sure, from someone who doesn't even know the difference between UKIP and the SNP. https://t.co/YJMsaiTDRj",730759499284385792,Neutral
"RT @BBCBreaking: UK interest rates unchanged at 0.5%; Bank of England also warns Brexit may lead to lower growth, higher unemployment https…",730759493823414272,Negative
RT @linda_fallon: Imagine if we #VoteLeave on 23 June https://t.co/RpJ9uMCPkI,730759484537225216,Positive
RT @UKIPolizer: PICTURES: Farage Hailed A Hero On ‘#BrexitTheMovie’ Red Carpet #YouTube https://t.co/yQfqCqd1mR https://t.co/hHXlQ7CyOU,730759446897528832,Positive
"RT @DianeJamesMEP: This is what the Unelected EU Elites who make decisions that affect your life, think of you! #BREXIT https://t.co/ufXtOi…",730759439968538626,Positive
"Lord Lamont: ""A prudent Governor would simply have said that 'we are prepared for all eventualities'."" #EUref",730759433429647361,Positive
RT @KayBurley: Break: Culture Sec says @ITV could have a case to answer with @Ofcom over Farage involvement in #Brexit debate,730765141055275008,Neutral
"There's a reason it's called ""#Brexit tax"" – when it isn't a tax at all https://t.co/8FElJS9daw",730765119442067456,Neutral
Break: Culture Sec says @ITV could have a case to answer with @Ofcom over Farage involvement in #Brexit debate,730765115042217984,Neutral
"Every time someone says ""I think #brexit will lead to &lt;x&gt;"", the Leave campaign response is to attack the messenger. Every time.",730765099074502656,Neutral
Cameron warned over No.10 future as Farage debate sparks furious row #EuropeanUnion... https://t.co/5OFZy677zE https://t.co/zLS3nk98b5,730765088202883072,Negative
RT @PensionsInsight: Implications of the #EUreferendum for #UK pension funds by @LuisaPorritt: https://t.co/omgRTyxhfA #Brexit #WPL2016,730765087380783104,Neutral
"RT @UKIP: Read @Steven_Woolfe: True EU immigration figure 250,000 a year higher than first thought https://t.co/vcvXycxYfs",730765070947495941,Neutral
"RT @dith_30: I'm fully #VoteLeave but not sure ""blacklisting"" @Nigel_Farage is the best tactic. Take a look at #UKIP growth - man is a poli…",730765063913623552,Positive
RT @onthewight: Iain Duncan Smith to speak on Isle of Wight at #VoteLeave rally https://t.co/RAhe18klvf #iwnews #IsleofWight https://t.co/E…,730765058121302016,Neutral
"A question of democracy, or can we not afford to give up our seat at the table? Councillors debate Brexit https://t.co/2xuFR66PLl",730765051410292738,Neutral
"A question of democracy, or can we not afford to give up our seat at the table? Councillors debate Brexit: Th... https://t.co/FUXvA5qjeR",730765049065656322,Neutral
Interview with @CAlsfordITV for @itvmeridian about effect of possible #Brexit on @unisouthampton | #viewsoneurope https://t.co/qlTIs9D45X,730765047992070148,Neutral
"RT @RichardBurgon: Just seen this totalling up of votes cast in England in Council Elections: 
* Lab 38.5%
* Con 27.1%
* Lib Dem 12.8%
* UK…",730765042384273409,Neutral
"RT @RichardBurgon: Just seen this totalling up of votes cast in England in Council Elections: 
* Lab 38.5%
* Con 27.1%
* Lib Dem 12.8%
* UK…",730765031663603712,Neutral
RT @LittleMissFoxyy: This is what happens when you belong to the European union.anther reason to #VoteLeave and control of our own laws. ht…,730765012076253184,Positive
RT @JamesJimCarver: My thanks to @winstonpeters for his excellent speech at Westminster on how #Brexit will boost Commonwealth trade. https…,730765001804414977,Neutral
RT @iainjwatson: Essentially @Nigel_Farage's argument is no one party can win the referendum and there needs to be a broader range of brexi…,730764977376772096,Positive
RT @FT: Some UK employers are unfazed by the potential impact of Brexit on their workforce https://t.co/c7lMitcaeF https://t.co/ujSfvPT6pn,730764975606759424,Neutral
RT @hgarthwaite1: . #brexit? Head or heart? In or out? Choice presented by #bcoconference panel No firm conclusion for our  #futureoffice,730764967281106945,Neutral
"RT @JimFairlie: UK Gov claims Brexit undermine security of Gibraltar. How was it protected between 1713 and 1974, including through two Wor…",730764954723319808,Positive
RT @iainjwatson: Essentially @Nigel_Farage's argument is no one party can win the referendum and there needs to be a broader range of brexi…,730764948071153664,Positive
RT @ThomasEvansUKIP: @Kash_HonTrad @Nigel_Farage UKIP aren't nationalist. They seek to learn from other countries success. UKIP are patriot…,730764932933898240,Neutral
"RT @dailyexpressuk: [DAILY EXPRESS]: ANOTHER reason to quit EU: Brexit would 'create 300,000 extra jobs': NEW figures have reveal... https:…",730764921751867392,Positive
RT @jenny_at_home: The government's #brexit leaflet has the same design as Cards Against Humanity. https://t.co/LM6EjoD21F,730764895977910272,Neutral
RT @MrBumpa: Banks &amp; Multi National Corporations want you to give your country away to foreign rule!! It is the people vs the elite! #Brexit,730764894115667969,Positive
RT @TheWineTreasury: How would #Brexit affect the UK wine industry? Your thoughts welcome. https://t.co/Z67pYGgn6R,730764888650465280,Neutral
"RT @britinfluence: White House adviser: Brexit would hurt Britain, EU and global economy @CEAChair #EUref #UKinEU #StrongerIn #Bremain
http…",730764864080187393,Negative
RT @adamboultonSKY: Personally I think it's appropriate that @Nigel_Farage should have a significant role in some #EUref special programmes,730764862050205696,Negative
The majority of IFAs are in favour of the UK remaining in Europe - https://t.co/L1rwP8QzCt #Brexit #DISCUS (via @GAMinsights),730764849303715840,Positive
"RT @EveryInvestor: Bank of England, interest rates, inflation and Brexit https://t.co/rDaI2WA8Xa https://t.co/z1eo3qyxog",730764846472515584,Negative
RT @linda_fallon: Imagine if we #VoteLeave on 23 June https://t.co/RpJ9uMCPkI,730764838176231424,Positive
"UK Gov claims Brexit undermine security of Gibraltar. How was it protected between 1713 and 1974, including through two World Wars? PANIC?",730764812645437440,Positive
@politicsHour The leave campaigners need to stop in-fighting. It could have a negative impact on the vote. #GO #VOTE LEAVE #BREXIT,730764804227534848,Negative
"RT @dailyexpressuk: [DAILY EXPRESS]: ANOTHER reason to quit EU: Brexit would 'create 300,000 extra jobs': NEW figures have reveal... https:…",730764758073393152,Positive
"RT @bbckamal: Lord Lamont: ""A prudent Governor would simply have said that 'we are prepared for all eventualities'."" #EUref",730764744043470848,Positive
"RT @DianeJamesMEP: This is what the Unelected EU Elites who make decisions that affect your life, think of you! #BREXIT https://t.co/ufXtOi…",730764738326581248,Positive
@David_Cameron - #Brexit would cause EU Corporate Headquarters to move to Continent or #Scotland. UK House prices would drop at least 10%.,730764733100523520,Positive
